日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-04-01|2019-04-30,广东省,194259,19.65%,96370,40.24%
2019-04-01|2019-04-30,河南省,76705,7.76%,18573,7.75%
2019-04-01|2019-04-30,浙江省,61773,6.25%,22402,9.35%
2019-04-01|2019-04-30,江苏省,33261,3.36%,12525,5.23%
2019-04-01|2019-04-30,山东省,28345,2.87%,9521,3.98%
2019-04-01|2019-04-30,北京,26640,2.69%,9226,3.85%
2019-04-01|2019-04-30,河北省,24660,2.49%,8112,3.39%
2019-04-01|2019-04-30,上海,23787,2.41%,9494,3.96%
2019-04-01|2019-04-30,福建省,22882,2.31%,8121,3.39%
2019-04-01|2019-04-30,湖北省,14908,1.51%,5751,2.40%
2019-04-01|2019-04-30,湖南省,12512,1.27%,4012,1.68%
2019-04-01|2019-04-30,山西省,11841,1.20%,3027,1.26%
2019-04-01|2019-04-30,江西省,11422,1.16%,3805,1.59%
2019-04-01|2019-04-30,四川省,11110,1.12%,3854,1.61%
2019-04-01|2019-04-30,安徽省,11104,1.12%,4247,1.77%
2019-04-01|2019-04-30,辽宁省,7306,0.74%,2311,0.96%
2019-04-01|2019-04-30,广西壮族自治区,7285,0.74%,2097,0.88%
2019-04-01|2019-04-30,陕西省,7065,0.71%,1731,0.72%
2019-04-01|2019-04-30,香港特别行政区,7031,0.71%,2610,1.09%
2019-04-01|2019-04-30,天津,5184,0.52%,1474,0.62%
2019-04-01|2019-04-30,云南省,4367,0.44%,1054,0.44%
2019-04-01|2019-04-30,重庆,4351,0.44%,1439,0.60%
2019-04-01|2019-04-30,黑龙江省,4197,0.42%,1149,0.48%
2019-04-01|2019-04-30,贵州省,4109,0.42%,816,0.34%
2019-04-01|2019-04-30,台湾,3786,0.38%,1432,0.60%
2019-04-01|2019-04-30,澳门特别行政区,3054,0.31%,1059,0.44%
2019-04-01|2019-04-30,吉林省,2832,0.29%,688,0.29%
2019-04-01|2019-04-30,内蒙古自治区,2115,0.21%,461,0.19%
2019-04-01|2019-04-30,新疆维吾尔自治区,2008,0.20%,635,0.27%
2019-04-01|2019-04-30,甘肃省,1652,0.17%,318,0.13%
2019-04-01|2019-04-30,海南省,886,0.09%,207,0.09%
2019-04-01|2019-04-30,宁夏回族自治区,419,0.04%,104,0.04%
2019-04-01|2019-04-30,西藏自治区,393,0.04%,133,0.06%
2019-04-01|2019-04-30,青海省,302,0.03%,70,0.03%
