日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-02-01|2018-02-28,广东省,171092,23.86%,82713,56.80%
2018-02-01|2018-02-28,浙江省,48062,6.70%,17278,11.86%
2018-02-01|2018-02-28,河南省,40156,5.60%,11983,8.23%
2018-02-01|2018-02-28,江苏省,28783,4.01%,10294,7.07%
2018-02-01|2018-02-28,上海,23048,3.21%,8882,6.10%
2018-02-01|2018-02-28,北京,22775,3.18%,8111,5.57%
2018-02-01|2018-02-28,山东省,19205,2.68%,6246,4.29%
2018-02-01|2018-02-28,河北省,18867,2.63%,6519,4.48%
2018-02-01|2018-02-28,福建省,14264,1.99%,5245,3.60%
2018-02-01|2018-02-28,山西省,11796,1.65%,2666,1.83%
2018-02-01|2018-02-28,湖北省,11577,1.61%,4493,3.09%
2018-02-01|2018-02-28,安徽省,9058,1.26%,3487,2.39%
2018-02-01|2018-02-28,四川省,8442,1.18%,2859,1.96%
2018-02-01|2018-02-28,湖南省,8405,1.17%,2696,1.85%
2018-02-01|2018-02-28,江西省,7055,0.98%,2339,1.61%
2018-02-01|2018-02-28,辽宁省,6299,0.88%,1922,1.32%
2018-02-01|2018-02-28,广西壮族自治区,4701,0.66%,1228,0.84%
2018-02-01|2018-02-28,陕西省,4591,0.64%,1243,0.85%
2018-02-01|2018-02-28,重庆,3530,0.49%,1137,0.78%
2018-02-01|2018-02-28,天津,3472,0.48%,1058,0.73%
2018-02-01|2018-02-28,黑龙江省,2971,0.41%,732,0.50%
2018-02-01|2018-02-28,云南省,2552,0.36%,529,0.36%
2018-02-01|2018-02-28,吉林省,1983,0.28%,574,0.39%
2018-02-01|2018-02-28,贵州省,1560,0.22%,336,0.23%
2018-02-01|2018-02-28,内蒙古自治区,1486,0.21%,330,0.23%
2018-02-01|2018-02-28,香港特别行政区,1183,0.17%,478,0.33%
2018-02-01|2018-02-28,甘肃省,1173,0.16%,279,0.19%
2018-02-01|2018-02-28,新疆维吾尔自治区,828,0.12%,229,0.16%
2018-02-01|2018-02-28,台湾,704,0.10%,288,0.20%
2018-02-01|2018-02-28,海南省,664,0.09%,178,0.12%
2018-02-01|2018-02-28,澳门特别行政区,362,0.05%,150,0.10%
2018-02-01|2018-02-28,宁夏回族自治区,345,0.05%,63,0.04%
2018-02-01|2018-02-28,西藏自治区,164,0.02%,61,0.04%
2018-02-01|2018-02-28,青海省,138,0.02%,30,0.02%
