日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-01-01|2018-01-31,广东省,176492,23.53%,98096,59.13%
2018-01-01|2018-01-31,浙江省,50598,6.75%,21850,13.17%
2018-01-01|2018-01-31,河南省,43748,5.83%,15761,9.50%
2018-01-01|2018-01-31,江苏省,29830,3.98%,12808,7.72%
2018-01-01|2018-01-31,北京,24069,3.21%,10106,6.09%
2018-01-01|2018-01-31,上海,23980,3.20%,10675,6.43%
2018-01-01|2018-01-31,河北省,20296,2.71%,8453,5.09%
2018-01-01|2018-01-31,山东省,20049,2.67%,7781,4.69%
2018-01-01|2018-01-31,福建省,14860,1.98%,6293,3.79%
2018-01-01|2018-01-31,山西省,13394,1.79%,3722,2.24%
2018-01-01|2018-01-31,湖北省,11965,1.60%,5423,3.27%
2018-01-01|2018-01-31,安徽省,9441,1.26%,4115,2.48%
2018-01-01|2018-01-31,四川省,8747,1.17%,3446,2.08%
2018-01-01|2018-01-31,湖南省,8551,1.14%,3410,2.06%
2018-01-01|2018-01-31,江西省,7479,1.00%,3069,1.85%
2018-01-01|2018-01-31,辽宁省,6531,0.87%,2360,1.42%
2018-01-01|2018-01-31,广西壮族自治区,4935,0.66%,1557,0.94%
2018-01-01|2018-01-31,陕西省,4831,0.64%,1587,0.96%
2018-01-01|2018-01-31,重庆,3681,0.49%,1343,0.81%
2018-01-01|2018-01-31,天津,3586,0.48%,1308,0.79%
2018-01-01|2018-01-31,黑龙江省,3080,0.41%,964,0.58%
2018-01-01|2018-01-31,云南省,2667,0.36%,657,0.40%
2018-01-01|2018-01-31,吉林省,2066,0.28%,737,0.44%
2018-01-01|2018-01-31,内蒙古自治区,1630,0.22%,438,0.26%
2018-01-01|2018-01-31,贵州省,1620,0.22%,474,0.29%
2018-01-01|2018-01-31,甘肃省,1282,0.17%,386,0.23%
2018-01-01|2018-01-31,香港特别行政区,1263,0.17%,616,0.37%
2018-01-01|2018-01-31,新疆维吾尔自治区,850,0.11%,259,0.16%
2018-01-01|2018-01-31,台湾,734,0.10%,371,0.22%
2018-01-01|2018-01-31,海南省,666,0.09%,219,0.13%
2018-01-01|2018-01-31,澳门特别行政区,373,0.05%,185,0.11%
2018-01-01|2018-01-31,宁夏回族自治区,350,0.05%,100,0.06%
2018-01-01|2018-01-31,西藏自治区,175,0.02%,68,0.04%
2018-01-01|2018-01-31,青海省,149,0.02%,39,0.02%
