日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-08-01|2018-08-31,广东省,193270,23.21%,104294,41.23%
2018-08-01|2018-08-31,浙江省,58026,6.97%,24581,9.72%
2018-08-01|2018-08-31,河南省,57178,6.87%,19408,7.67%
2018-08-01|2018-08-31,江苏省,33571,4.03%,13721,5.42%
2018-08-01|2018-08-31,河北省,25196,3.03%,9972,3.94%
2018-08-01|2018-08-31,上海,24641,2.96%,10806,4.27%
2018-08-01|2018-08-31,北京,24475,2.94%,9748,3.85%
2018-08-01|2018-08-31,山东省,23537,2.83%,8890,3.51%
2018-08-01|2018-08-31,福建省,19459,2.34%,8026,3.17%
2018-08-01|2018-08-31,湖北省,13979,1.68%,6229,2.46%
2018-08-01|2018-08-31,山西省,12293,1.48%,3456,1.37%
2018-08-01|2018-08-31,湖南省,12119,1.46%,4675,1.85%
2018-08-01|2018-08-31,安徽省,10425,1.25%,4545,1.80%
2018-08-01|2018-08-31,四川省,10261,1.23%,3962,1.57%
2018-08-01|2018-08-31,江西省,9374,1.13%,3625,1.43%
2018-08-01|2018-08-31,辽宁省,6969,0.84%,2478,0.98%
2018-08-01|2018-08-31,广西壮族自治区,5894,0.71%,1888,0.75%
2018-08-01|2018-08-31,陕西省,5383,0.65%,1624,0.64%
2018-08-01|2018-08-31,天津,4152,0.50%,1409,0.56%
2018-08-01|2018-08-31,重庆,4120,0.49%,1513,0.60%
2018-08-01|2018-08-31,黑龙江省,3746,0.45%,1045,0.41%
2018-08-01|2018-08-31,云南省,3608,0.43%,1039,0.41%
2018-08-01|2018-08-31,香港特别行政区,3408,0.41%,1676,0.66%
2018-08-01|2018-08-31,贵州省,2582,0.31%,743,0.29%
2018-08-01|2018-08-31,吉林省,2308,0.28%,710,0.28%
2018-08-01|2018-08-31,台湾,1882,0.23%,964,0.38%
2018-08-01|2018-08-31,内蒙古自治区,1639,0.20%,473,0.19%
2018-08-01|2018-08-31,甘肃省,1368,0.16%,383,0.15%
2018-08-01|2018-08-31,新疆维吾尔自治区,1263,0.15%,433,0.17%
2018-08-01|2018-08-31,澳门特别行政区,1242,0.15%,557,0.22%
2018-08-01|2018-08-31,海南省,915,0.11%,263,0.10%
2018-08-01|2018-08-31,宁夏回族自治区,391,0.05%,87,0.03%
2018-08-01|2018-08-31,西藏自治区,259,0.03%,101,0.04%
2018-08-01|2018-08-31,青海省,180,0.02%,44,0.02%
