日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-08-01|2020-08-31,广东省,159611,23.49%,80170,42.80%
2020-08-01|2020-08-31,河南省,51667,7.60%,11457,6.12%
2020-08-01|2020-08-31,浙江省,44768,6.59%,16582,8.85%
2020-08-01|2020-08-31,江苏省,24704,3.64%,9364,5.00%
2020-08-01|2020-08-31,山东省,20856,3.07%,6609,3.53%
2020-08-01|2020-08-31,上海,18079,2.66%,7272,3.88%
2020-08-01|2020-08-31,北京,17232,2.54%,6379,3.41%
2020-08-01|2020-08-31,福建省,16739,2.46%,6082,3.25%
2020-08-01|2020-08-31,河北省,13611,2.00%,4570,2.44%
2020-08-01|2020-08-31,湖南省,11800,1.74%,3108,1.66%
2020-08-01|2020-08-31,湖北省,11118,1.64%,3727,1.99%
2020-08-01|2020-08-31,江西省,9394,1.38%,3183,1.70%
2020-08-01|2020-08-31,安徽省,8973,1.32%,3594,1.92%
2020-08-01|2020-08-31,四川省,8873,1.31%,2912,1.55%
2020-08-01|2020-08-31,山西省,8412,1.24%,1993,1.06%
2020-08-01|2020-08-31,香港特别行政区,6982,1.03%,1902,1.02%
2020-08-01|2020-08-31,广西壮族自治区,5569,0.82%,1607,0.86%
2020-08-01|2020-08-31,辽宁省,5506,0.81%,1706,0.91%
2020-08-01|2020-08-31,陕西省,4515,0.66%,1315,0.70%
2020-08-01|2020-08-31,重庆,3760,0.55%,1162,0.62%
2020-08-01|2020-08-31,贵州省,3612,0.53%,731,0.39%
2020-08-01|2020-08-31,天津,3189,0.47%,993,0.53%
2020-08-01|2020-08-31,云南省,3105,0.46%,978,0.52%
2020-08-01|2020-08-31,台湾,2960,0.44%,1034,0.55%
2020-08-01|2020-08-31,黑龙江省,2866,0.42%,865,0.46%
2020-08-01|2020-08-31,澳门特别行政区,2050,0.30%,673,0.36%
2020-08-01|2020-08-31,吉林省,1714,0.25%,473,0.25%
2020-08-01|2020-08-31,新疆维吾尔自治区,1634,0.24%,586,0.31%
2020-08-01|2020-08-31,内蒙古自治区,1433,0.21%,371,0.20%
2020-08-01|2020-08-31,甘肃省,1064,0.16%,227,0.12%
2020-08-01|2020-08-31,海南省,690,0.10%,143,0.08%
2020-08-01|2020-08-31,宁夏回族自治区,359,0.05%,72,0.04%
2020-08-01|2020-08-31,西藏自治区,237,0.03%,85,0.05%
2020-08-01|2020-08-31,青海省,177,0.03%,31,0.02%
