日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-11-01|2019-11-30,广东省,176203,22.13%,84716,43.59%
2019-11-01|2019-11-30,河南省,63023,7.91%,12184,6.27%
2019-11-01|2019-11-30,浙江省,53288,6.69%,17044,8.77%
2019-11-01|2019-11-30,江苏省,28700,3.60%,10103,5.20%
2019-11-01|2019-11-30,山东省,24710,3.10%,7361,3.79%
2019-11-01|2019-11-30,北京,22229,2.79%,7058,3.63%
2019-11-01|2019-11-30,上海,20960,2.63%,7929,4.08%
2019-11-01|2019-11-30,福建省,19424,2.44%,6126,3.15%
2019-11-01|2019-11-30,河北省,18386,2.31%,5209,2.68%
2019-11-01|2019-11-30,湖北省,14080,1.77%,4388,2.26%
2019-11-01|2019-11-30,湖南省,11589,1.46%,3305,1.70%
2019-11-01|2019-11-30,江西省,10272,1.29%,3064,1.58%
2019-11-01|2019-11-30,安徽省,10262,1.29%,3657,1.88%
2019-11-01|2019-11-30,四川省,9883,1.24%,3166,1.63%
2019-11-01|2019-11-30,山西省,9044,1.14%,2199,1.13%
2019-11-01|2019-11-30,香港特别行政区,7546,0.95%,1756,0.90%
2019-11-01|2019-11-30,广西壮族自治区,7017,0.88%,2393,1.23%
2019-11-01|2019-11-30,辽宁省,6541,0.82%,1952,1.00%
2019-11-01|2019-11-30,陕西省,5938,0.75%,1308,0.67%
2019-11-01|2019-11-30,天津,4339,0.54%,1184,0.61%
2019-11-01|2019-11-30,重庆,3995,0.50%,1196,0.62%
2019-11-01|2019-11-30,贵州省,3885,0.49%,859,0.44%
2019-11-01|2019-11-30,台湾,3595,0.45%,960,0.49%
2019-11-01|2019-11-30,云南省,3376,0.42%,745,0.38%
2019-11-01|2019-11-30,黑龙江省,3322,0.42%,868,0.45%
2019-11-01|2019-11-30,澳门特别行政区,2791,0.35%,636,0.33%
2019-11-01|2019-11-30,吉林省,2143,0.27%,502,0.26%
2019-11-01|2019-11-30,新疆维吾尔自治区,2013,0.25%,443,0.23%
2019-11-01|2019-11-30,内蒙古自治区,1807,0.23%,383,0.20%
2019-11-01|2019-11-30,甘肃省,1204,0.15%,236,0.12%
2019-11-01|2019-11-30,海南省,779,0.10%,167,0.09%
2019-11-01|2019-11-30,西藏自治区,450,0.06%,132,0.07%
2019-11-01|2019-11-30,宁夏回族自治区,387,0.05%,80,0.04%
2019-11-01|2019-11-30,青海省,285,0.04%,47,0.02%
