日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-05-01|2018-05-31,广东省,192948,23.37%,106418,47.01%
2018-05-01|2018-05-31,浙江省,57551,6.97%,25005,11.05%
2018-05-01|2018-05-31,河南省,55231,6.69%,19479,8.60%
2018-05-01|2018-05-31,江苏省,33688,4.08%,14188,6.27%
2018-05-01|2018-05-31,河北省,25479,3.09%,10798,4.77%
2018-05-01|2018-05-31,上海,25143,3.04%,11092,4.90%
2018-05-01|2018-05-31,北京,25059,3.03%,10307,4.55%
2018-05-01|2018-05-31,山东省,22993,2.78%,8914,3.94%
2018-05-01|2018-05-31,福建省,18913,2.29%,8137,3.59%
2018-05-01|2018-05-31,湖北省,14022,1.70%,6238,2.76%
2018-05-01|2018-05-31,山西省,13565,1.64%,4055,1.79%
2018-05-01|2018-05-31,湖南省,11432,1.38%,4476,1.98%
2018-05-01|2018-05-31,安徽省,10462,1.27%,4623,2.04%
2018-05-01|2018-05-31,四川省,10022,1.21%,3972,1.75%
2018-05-01|2018-05-31,江西省,9182,1.11%,3653,1.61%
2018-05-01|2018-05-31,辽宁省,6921,0.84%,2488,1.10%
2018-05-01|2018-05-31,广西壮族自治区,5650,0.68%,1866,0.82%
2018-05-01|2018-05-31,陕西省,5255,0.64%,1666,0.74%
2018-05-01|2018-05-31,重庆,4106,0.50%,1513,0.67%
2018-05-01|2018-05-31,天津,4025,0.49%,1397,0.62%
2018-05-01|2018-05-31,黑龙江省,3620,0.44%,1017,0.45%
2018-05-01|2018-05-31,云南省,3134,0.38%,901,0.40%
2018-05-01|2018-05-31,香港特别行政区,2362,0.29%,1256,0.55%
2018-05-01|2018-05-31,吉林省,2262,0.27%,745,0.33%
2018-05-01|2018-05-31,贵州省,2133,0.26%,639,0.28%
2018-05-01|2018-05-31,内蒙古自治区,1684,0.20%,498,0.22%
2018-05-01|2018-05-31,甘肃省,1386,0.17%,371,0.16%
2018-05-01|2018-05-31,台湾,1253,0.15%,645,0.28%
2018-05-01|2018-05-31,新疆维吾尔自治区,1077,0.13%,376,0.17%
2018-05-01|2018-05-31,海南省,834,0.10%,250,0.11%
2018-05-01|2018-05-31,澳门特别行政区,804,0.10%,406,0.18%
2018-05-01|2018-05-31,宁夏回族自治区,395,0.05%,100,0.04%
2018-05-01|2018-05-31,西藏自治区,220,0.03%,96,0.04%
2018-05-01|2018-05-31,青海省,162,0.02%,47,0.02%
