日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-10-01|2019-10-31,广东省,184327,23.01%,88934,42.21%
2019-10-01|2019-10-31,河南省,69343,8.66%,14671,6.96%
2019-10-01|2019-10-31,浙江省,56589,7.06%,18748,8.90%
2019-10-01|2019-10-31,江苏省,30116,3.76%,10812,5.13%
2019-10-01|2019-10-31,山东省,25721,3.21%,8108,3.85%
2019-10-01|2019-10-31,北京,23680,2.96%,7633,3.62%
2019-10-01|2019-10-31,上海,22014,2.75%,8332,3.96%
2019-10-01|2019-10-31,福建省,21324,2.66%,6984,3.32%
2019-10-01|2019-10-31,河北省,19792,2.47%,5777,2.74%
2019-10-01|2019-10-31,湖北省,14445,1.80%,5012,2.38%
2019-10-01|2019-10-31,湖南省,12112,1.51%,3670,1.74%
2019-10-01|2019-10-31,江西省,11022,1.38%,3514,1.67%
2019-10-01|2019-10-31,安徽省,10855,1.36%,3914,1.86%
2019-10-01|2019-10-31,四川省,10412,1.30%,3362,1.60%
2019-10-01|2019-10-31,山西省,9684,1.21%,2415,1.15%
2019-10-01|2019-10-31,香港特别行政区,8069,1.01%,2149,1.02%
2019-10-01|2019-10-31,广西壮族自治区,7549,0.94%,2660,1.26%
2019-10-01|2019-10-31,辽宁省,6826,0.85%,2098,1.00%
2019-10-01|2019-10-31,陕西省,6362,0.79%,1498,0.71%
2019-10-01|2019-10-31,天津,4563,0.57%,1254,0.60%
2019-10-01|2019-10-31,重庆,4169,0.52%,1324,0.63%
2019-10-01|2019-10-31,贵州省,4048,0.51%,867,0.41%
2019-10-01|2019-10-31,台湾,3825,0.48%,1140,0.54%
2019-10-01|2019-10-31,黑龙江省,3629,0.45%,969,0.46%
2019-10-01|2019-10-31,云南省,3628,0.45%,850,0.40%
2019-10-01|2019-10-31,澳门特别行政区,3069,0.38%,753,0.36%
2019-10-01|2019-10-31,吉林省,2302,0.29%,535,0.25%
2019-10-01|2019-10-31,新疆维吾尔自治区,2129,0.27%,538,0.26%
2019-10-01|2019-10-31,内蒙古自治区,1972,0.25%,426,0.20%
2019-10-01|2019-10-31,甘肃省,1222,0.15%,218,0.10%
2019-10-01|2019-10-31,海南省,853,0.11%,219,0.10%
2019-10-01|2019-10-31,西藏自治区,464,0.06%,153,0.07%
2019-10-01|2019-10-31,宁夏回族自治区,417,0.05%,88,0.04%
2019-10-01|2019-10-31,青海省,288,0.04%,65,0.03%
