日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-10-01|2020-10-31,广东省,157510,24.22%,74681,41.00%
2020-10-01|2020-10-31,河南省,61946,9.52%,10402,5.71%
2020-10-01|2020-10-31,浙江省,44302,6.81%,14295,7.85%
2020-10-01|2020-10-31,江苏省,24466,3.76%,8523,4.68%
2020-10-01|2020-10-31,山东省,20695,3.18%,5475,3.01%
2020-10-01|2020-10-31,上海,17897,2.75%,6592,3.62%
2020-10-01|2020-10-31,北京,17047,2.62%,5406,2.97%
2020-10-01|2020-10-31,福建省,16612,2.55%,5591,3.07%
2020-10-01|2020-10-31,河北省,13439,2.07%,3863,2.12%
2020-10-01|2020-10-31,湖南省,12330,1.90%,2703,1.48%
2020-10-01|2020-10-31,湖北省,10704,1.65%,3210,1.76%
2020-10-01|2020-10-31,江西省,9826,1.51%,2943,1.62%
2020-10-01|2020-10-31,四川省,8731,1.34%,2606,1.43%
2020-10-01|2020-10-31,安徽省,8681,1.33%,3165,1.74%
2020-10-01|2020-10-31,山西省,8617,1.32%,1770,0.97%
2020-10-01|2020-10-31,香港特别行政区,8534,1.31%,1556,0.85%
2020-10-01|2020-10-31,广西壮族自治区,5303,0.82%,1264,0.69%
2020-10-01|2020-10-31,辽宁省,5271,0.81%,1346,0.74%
2020-10-01|2020-10-31,陕西省,4479,0.69%,1080,0.59%
2020-10-01|2020-10-31,重庆,3834,0.59%,1074,0.59%
2020-10-01|2020-10-31,贵州省,3732,0.57%,631,0.35%
2020-10-01|2020-10-31,台湾,3470,0.53%,758,0.42%
2020-10-01|2020-10-31,天津,3175,0.49%,878,0.48%
2020-10-01|2020-10-31,云南省,3049,0.47%,715,0.39%
2020-10-01|2020-10-31,黑龙江省,2761,0.42%,559,0.31%
2020-10-01|2020-10-31,澳门特别行政区,2351,0.36%,463,0.25%
2020-10-01|2020-10-31,吉林省,1774,0.27%,420,0.23%
2020-10-01|2020-10-31,新疆维吾尔自治区,1714,0.26%,455,0.25%
2020-10-01|2020-10-31,内蒙古自治区,1447,0.22%,308,0.17%
2020-10-01|2020-10-31,甘肃省,1054,0.16%,180,0.10%
2020-10-01|2020-10-31,海南省,652,0.10%,123,0.07%
2020-10-01|2020-10-31,宁夏回族自治区,461,0.07%,94,0.05%
2020-10-01|2020-10-31,西藏自治区,219,0.03%,58,0.03%
2020-10-01|2020-10-31,青海省,183,0.03%,21,0.01%
