日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-01-01|2019-01-31,广东省,184364,20.64%,90136,41.53%
2019-01-01|2019-01-31,河南省,57280,6.41%,15533,7.16%
2019-01-01|2019-01-31,浙江省,55585,6.22%,20090,9.26%
2019-01-01|2019-01-31,江苏省,31621,3.54%,11594,5.34%
2019-01-01|2019-01-31,山东省,24428,2.74%,8231,3.79%
2019-01-01|2019-01-31,北京,23931,2.68%,8535,3.93%
2019-01-01|2019-01-31,上海,23196,2.60%,9134,4.21%
2019-01-01|2019-01-31,河北省,22482,2.52%,7611,3.51%
2019-01-01|2019-01-31,福建省,19651,2.20%,6851,3.16%
2019-01-01|2019-01-31,湖北省,13373,1.50%,5245,2.42%
2019-01-01|2019-01-31,湖南省,11161,1.25%,3425,1.58%
2019-01-01|2019-01-31,山西省,10692,1.20%,3080,1.42%
2019-01-01|2019-01-31,四川省,10337,1.16%,3496,1.61%
2019-01-01|2019-01-31,安徽省,9904,1.11%,3869,1.78%
2019-01-01|2019-01-31,江西省,9565,1.07%,3252,1.50%
2019-01-01|2019-01-31,辽宁省,6839,0.77%,2188,1.01%
2019-01-01|2019-01-31,广西壮族自治区,6357,0.71%,1729,0.80%
2019-01-01|2019-01-31,陕西省,5673,0.64%,1513,0.70%
2019-01-01|2019-01-31,香港特别行政区,4758,0.53%,1814,0.84%
2019-01-01|2019-01-31,天津,4248,0.48%,1255,0.58%
2019-01-01|2019-01-31,重庆,4154,0.47%,1288,0.59%
2019-01-01|2019-01-31,云南省,4067,0.46%,901,0.42%
2019-01-01|2019-01-31,黑龙江省,3549,0.40%,884,0.41%
2019-01-01|2019-01-31,贵州省,3430,0.38%,735,0.34%
2019-01-01|2019-01-31,台湾,2575,0.29%,1025,0.47%
2019-01-01|2019-01-31,吉林省,2415,0.27%,641,0.30%
2019-01-01|2019-01-31,澳门特别行政区,2072,0.23%,809,0.37%
2019-01-01|2019-01-31,内蒙古自治区,1732,0.19%,411,0.19%
2019-01-01|2019-01-31,新疆维吾尔自治区,1676,0.19%,509,0.23%
2019-01-01|2019-01-31,甘肃省,1478,0.17%,273,0.13%
2019-01-01|2019-01-31,海南省,803,0.09%,211,0.10%
2019-01-01|2019-01-31,宁夏回族自治区,391,0.04%,78,0.04%
2019-01-01|2019-01-31,西藏自治区,269,0.03%,90,0.04%
2019-01-01|2019-01-31,青海省,243,0.03%,44,0.02%
