日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-03-01|2018-03-31,广东省,177920,23.18%,102054,53.06%
2018-03-01|2018-03-31,浙江省,50248,6.55%,23302,12.12%
2018-03-01|2018-03-31,河南省,44647,5.82%,17392,9.04%
2018-03-01|2018-03-31,江苏省,30202,3.93%,13551,7.05%
2018-03-01|2018-03-31,上海,23580,3.07%,11025,5.73%
2018-03-01|2018-03-31,北京,23388,3.05%,10431,5.42%
2018-03-01|2018-03-31,河北省,21132,2.75%,9614,5.00%
2018-03-01|2018-03-31,山东省,20250,2.64%,8385,4.36%
2018-03-01|2018-03-31,福建省,15604,2.03%,7098,3.69%
2018-03-01|2018-03-31,湖北省,12254,1.60%,5811,3.02%
2018-03-01|2018-03-31,山西省,11251,1.47%,3652,1.90%
2018-03-01|2018-03-31,安徽省,9515,1.24%,4383,2.28%
2018-03-01|2018-03-31,湖南省,9393,1.22%,3989,2.07%
2018-03-01|2018-03-31,四川省,8806,1.15%,3638,1.89%
2018-03-01|2018-03-31,江西省,7748,1.01%,3292,1.71%
2018-03-01|2018-03-31,辽宁省,6294,0.82%,2447,1.27%
2018-03-01|2018-03-31,广西壮族自治区,4921,0.64%,1718,0.89%
2018-03-01|2018-03-31,陕西省,4593,0.60%,1649,0.86%
2018-03-01|2018-03-31,重庆,3649,0.48%,1452,0.76%
2018-03-01|2018-03-31,天津,3571,0.47%,1406,0.73%
2018-03-01|2018-03-31,黑龙江省,3246,0.42%,1024,0.53%
2018-03-01|2018-03-31,云南省,2471,0.32%,742,0.39%
2018-03-01|2018-03-31,吉林省,1981,0.26%,701,0.36%
2018-03-01|2018-03-31,贵州省,1718,0.22%,489,0.25%
2018-03-01|2018-03-31,内蒙古自治区,1453,0.19%,456,0.24%
2018-03-01|2018-03-31,香港特别行政区,1440,0.19%,779,0.40%
2018-03-01|2018-03-31,甘肃省,1164,0.15%,360,0.19%
2018-03-01|2018-03-31,新疆维吾尔自治区,887,0.12%,321,0.17%
2018-03-01|2018-03-31,台湾,855,0.11%,476,0.25%
2018-03-01|2018-03-31,海南省,724,0.09%,240,0.12%
2018-03-01|2018-03-31,澳门特别行政区,482,0.06%,278,0.14%
2018-03-01|2018-03-31,宁夏回族自治区,352,0.05%,109,0.06%
2018-03-01|2018-03-31,西藏自治区,171,0.02%,87,0.05%
2018-03-01|2018-03-31,青海省,135,0.02%,35,0.02%
