日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-01-01|2020-01-31,广东省,159213,22.25%,69743,45.72%
2020-01-01|2020-01-31,河南省,55525,7.76%,8563,5.61%
2020-01-01|2020-01-31,浙江省,46842,6.54%,13104,8.59%
2020-01-01|2020-01-31,江苏省,25653,3.58%,8061,5.28%
2020-01-01|2020-01-31,山东省,21876,3.06%,5482,3.59%
2020-01-01|2020-01-31,北京,19688,2.75%,5410,3.55%
2020-01-01|2020-01-31,上海,19015,2.66%,6409,4.20%
2020-01-01|2020-01-31,福建省,16378,2.29%,4380,2.87%
2020-01-01|2020-01-31,河北省,15725,2.20%,3714,2.43%
2020-01-01|2020-01-31,湖北省,12697,1.77%,3508,2.30%
2020-01-01|2020-01-31,湖南省,10845,1.52%,2516,1.65%
2020-01-01|2020-01-31,安徽省,9020,1.26%,2978,1.95%
2020-01-01|2020-01-31,江西省,8941,1.25%,2384,1.56%
2020-01-01|2020-01-31,四川省,8908,1.24%,2519,1.65%
2020-01-01|2020-01-31,山西省,7539,1.05%,1497,0.98%
2020-01-01|2020-01-31,香港特别行政区,7018,0.98%,1162,0.76%
2020-01-01|2020-01-31,广西壮族自治区,6480,0.91%,1722,1.13%
2020-01-01|2020-01-31,辽宁省,5783,0.81%,1437,0.94%
2020-01-01|2020-01-31,陕西省,5042,0.70%,988,0.65%
2020-01-01|2020-01-31,天津,3723,0.52%,887,0.58%
2020-01-01|2020-01-31,重庆,3575,0.50%,983,0.64%
2020-01-01|2020-01-31,贵州省,3477,0.49%,702,0.46%
2020-01-01|2020-01-31,台湾,3272,0.46%,680,0.45%
2020-01-01|2020-01-31,黑龙江省,2974,0.42%,602,0.39%
2020-01-01|2020-01-31,云南省,2914,0.41%,565,0.37%
2020-01-01|2020-01-31,澳门特别行政区,2512,0.35%,399,0.26%
2020-01-01|2020-01-31,吉林省,1792,0.25%,397,0.26%
2020-01-01|2020-01-31,新疆维吾尔自治区,1716,0.24%,306,0.20%
2020-01-01|2020-01-31,内蒙古自治区,1574,0.22%,273,0.18%
2020-01-01|2020-01-31,甘肃省,1050,0.15%,163,0.11%
2020-01-01|2020-01-31,海南省,687,0.10%,122,0.08%
2020-01-01|2020-01-31,西藏自治区,344,0.05%,70,0.05%
2020-01-01|2020-01-31,宁夏回族自治区,328,0.05%,61,0.04%
2020-01-01|2020-01-31,青海省,247,0.03%,21,0.01%
