日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-03-01|2020-03-31,广东省,155352,21.25%,76306,44.18%
2020-03-01|2020-03-31,河南省,49009,6.70%,10137,5.87%
2020-03-01|2020-03-31,浙江省,43556,5.96%,15156,8.77%
2020-03-01|2020-03-31,江苏省,24522,3.35%,9366,5.42%
2020-03-01|2020-03-31,山东省,21009,2.87%,6931,4.01%
2020-03-01|2020-03-31,北京,18353,2.51%,6035,3.49%
2020-03-01|2020-03-31,上海,18318,2.51%,7175,4.15%
2020-03-01|2020-03-31,福建省,15743,2.15%,5203,3.01%
2020-03-01|2020-03-31,河北省,14466,1.98%,4289,2.48%
2020-03-01|2020-03-31,湖北省,11304,1.55%,3232,1.87%
2020-03-01|2020-03-31,湖南省,10696,1.46%,2990,1.73%
2020-03-01|2020-03-31,四川省,8713,1.19%,3025,1.75%
2020-03-01|2020-03-31,安徽省,8612,1.18%,3402,1.97%
2020-03-01|2020-03-31,江西省,8431,1.15%,2784,1.61%
2020-03-01|2020-03-31,山西省,7332,1.00%,1870,1.08%
2020-03-01|2020-03-31,香港特别行政区,6438,0.88%,1386,0.80%
2020-03-01|2020-03-31,广西壮族自治区,6371,0.87%,2269,1.31%
2020-03-01|2020-03-31,辽宁省,5630,0.77%,1789,1.04%
2020-03-01|2020-03-31,陕西省,4631,0.63%,1165,0.67%
2020-03-01|2020-03-31,重庆,3514,0.48%,1129,0.65%
2020-03-01|2020-03-31,天津,3450,0.47%,975,0.56%
2020-03-01|2020-03-31,贵州省,3327,0.46%,706,0.41%
2020-03-01|2020-03-31,台湾,2974,0.41%,827,0.48%
2020-03-01|2020-03-31,云南省,2794,0.38%,706,0.41%
2020-03-01|2020-03-31,黑龙江省,2737,0.37%,742,0.43%
2020-03-01|2020-03-31,澳门特别行政区,2290,0.31%,501,0.29%
2020-03-01|2020-03-31,吉林省,1744,0.24%,485,0.28%
2020-03-01|2020-03-31,新疆维吾尔自治区,1558,0.21%,371,0.21%
2020-03-01|2020-03-31,内蒙古自治区,1481,0.20%,342,0.20%
2020-03-01|2020-03-31,甘肃省,1019,0.14%,215,0.12%
2020-03-01|2020-03-31,海南省,689,0.09%,149,0.09%
2020-03-01|2020-03-31,宁夏回族自治区,307,0.04%,74,0.04%
2020-03-01|2020-03-31,西藏自治区,285,0.04%,68,0.04%
2020-03-01|2020-03-31,青海省,200,0.03%,27,0.02%
