日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2020-04-01|2020-04-30,广东省,159750,22.99%,79300,43.97%
2020-04-01|2020-04-30,河南省,49198,7.08%,11123,6.17%
2020-04-01|2020-04-30,浙江省,44629,6.42%,15870,8.80%
2020-04-01|2020-04-30,江苏省,25365,3.65%,9473,5.25%
2020-04-01|2020-04-30,山东省,21579,3.11%,7127,3.95%
2020-04-01|2020-04-30,上海,18693,2.69%,7203,3.99%
2020-04-01|2020-04-30,北京,18587,2.68%,6268,3.48%
2020-04-01|2020-04-30,福建省,16194,2.33%,5396,2.99%
2020-04-01|2020-04-30,河北省,15103,2.17%,4684,2.60%
2020-04-01|2020-04-30,湖北省,11653,1.68%,3507,1.94%
2020-04-01|2020-04-30,湖南省,11258,1.62%,3121,1.73%
2020-04-01|2020-04-30,四川省,9061,1.30%,3078,1.71%
2020-04-01|2020-04-30,江西省,8855,1.27%,2984,1.65%
2020-04-01|2020-04-30,安徽省,8778,1.26%,3392,1.88%
2020-04-01|2020-04-30,山西省,7951,1.14%,1998,1.11%
2020-04-01|2020-04-30,广西壮族自治区,6648,0.96%,2435,1.35%
2020-04-01|2020-04-30,香港特别行政区,6414,0.92%,1470,0.82%
2020-04-01|2020-04-30,辽宁省,5775,0.83%,1827,1.01%
2020-04-01|2020-04-30,陕西省,4706,0.68%,1246,0.69%
2020-04-01|2020-04-30,重庆,3605,0.52%,1142,0.63%
2020-04-01|2020-04-30,贵州省,3467,0.50%,747,0.41%
2020-04-01|2020-04-30,天津,3442,0.50%,979,0.54%
2020-04-01|2020-04-30,云南省,3072,0.44%,830,0.46%
2020-04-01|2020-04-30,台湾,3005,0.43%,835,0.46%
2020-04-01|2020-04-30,黑龙江省,2895,0.42%,816,0.45%
2020-04-01|2020-04-30,澳门特别行政区,2213,0.32%,555,0.31%
2020-04-01|2020-04-30,吉林省,1814,0.26%,472,0.26%
2020-04-01|2020-04-30,内蒙古自治区,1551,0.22%,376,0.21%
2020-04-01|2020-04-30,新疆维吾尔自治区,1527,0.22%,396,0.22%
2020-04-01|2020-04-30,甘肃省,1032,0.15%,216,0.12%
2020-04-01|2020-04-30,海南省,715,0.10%,157,0.09%
2020-04-01|2020-04-30,宁夏回族自治区,321,0.05%,78,0.04%
2020-04-01|2020-04-30,西藏自治区,275,0.04%,71,0.04%
2020-04-01|2020-04-30,青海省,192,0.03%,35,0.02%
