日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2017-11-01|2017-11-30,广东省,183806,23.75%,103352,67.37%
2017-11-01|2017-11-30,浙江省,53441,6.91%,23825,15.53%
2017-11-01|2017-11-30,河南省,46504,6.01%,17523,11.42%
2017-11-01|2017-11-30,江苏省,31134,4.02%,13586,8.86%
2017-11-01|2017-11-30,北京,25023,3.23%,11154,7.27%
2017-11-01|2017-11-30,上海,24958,3.22%,11375,7.41%
2017-11-01|2017-11-30,山东省,20583,2.66%,8028,5.23%
2017-11-01|2017-11-30,河北省,20154,2.60%,8038,5.24%
2017-11-01|2017-11-30,福建省,15348,1.98%,6628,4.32%
2017-11-01|2017-11-30,山西省,14982,1.94%,4444,2.90%
2017-11-01|2017-11-30,湖北省,12896,1.67%,5985,3.90%
2017-11-01|2017-11-30,安徽省,9988,1.29%,4423,2.88%
2017-11-01|2017-11-30,四川省,9250,1.20%,3649,2.38%
2017-11-01|2017-11-30,湖南省,8682,1.12%,3379,2.20%
2017-11-01|2017-11-30,江西省,7866,1.02%,3387,2.21%
2017-11-01|2017-11-30,辽宁省,6647,0.86%,2461,1.60%
2017-11-01|2017-11-30,广西壮族自治区,5231,0.68%,1777,1.16%
2017-11-01|2017-11-30,陕西省,5071,0.66%,1802,1.17%
2017-11-01|2017-11-30,重庆,3888,0.50%,1488,0.97%
2017-11-01|2017-11-30,天津,3681,0.48%,1361,0.89%
2017-11-01|2017-11-30,黑龙江省,3070,0.40%,1091,0.71%
2017-11-01|2017-11-30,云南省,2856,0.37%,771,0.50%
2017-11-01|2017-11-30,吉林省,2106,0.27%,793,0.52%
2017-11-01|2017-11-30,贵州省,1664,0.21%,466,0.30%
2017-11-01|2017-11-30,内蒙古自治区,1637,0.21%,503,0.33%
2017-11-01|2017-11-30,甘肃省,1509,0.19%,508,0.33%
2017-11-01|2017-11-30,香港特别行政区,1128,0.15%,579,0.38%
2017-11-01|2017-11-30,新疆维吾尔自治区,866,0.11%,249,0.16%
2017-11-01|2017-11-30,海南省,697,0.09%,244,0.16%
2017-11-01|2017-11-30,台湾,648,0.08%,316,0.21%
2017-11-01|2017-11-30,宁夏回族自治区,352,0.05%,85,0.06%
2017-11-01|2017-11-30,澳门特别行政区,339,0.04%,187,0.12%
2017-11-01|2017-11-30,青海省,170,0.02%,46,0.03%
2017-11-01|2017-11-30,西藏自治区,153,0.02%,61,0.04%
