日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-12-01|2018-12-31,广东省,191451,21.01%,97186,41.05%
2018-12-01|2018-12-31,河南省,62654,6.88%,17287,7.30%
2018-12-01|2018-12-31,浙江省,58728,6.44%,22159,9.36%
2018-12-01|2018-12-31,江苏省,33402,3.67%,12609,5.33%
2018-12-01|2018-12-31,山东省,25771,2.83%,8955,3.78%
2018-12-01|2018-12-31,北京,25162,2.76%,9318,3.94%
2018-12-01|2018-12-31,河北省,24654,2.71%,8457,3.57%
2018-12-01|2018-12-31,上海,24232,2.66%,9905,4.18%
2018-12-01|2018-12-31,福建省,20465,2.25%,7501,3.17%
2018-12-01|2018-12-31,湖北省,14212,1.56%,5693,2.40%
2018-12-01|2018-12-31,山西省,11966,1.31%,3401,1.44%
2018-12-01|2018-12-31,湖南省,11857,1.30%,3810,1.61%
2018-12-01|2018-12-31,四川省,10906,1.20%,3776,1.59%
2018-12-01|2018-12-31,安徽省,10499,1.15%,4186,1.77%
2018-12-01|2018-12-31,江西省,10038,1.10%,3535,1.49%
2018-12-01|2018-12-31,辽宁省,7212,0.79%,2360,1.00%
2018-12-01|2018-12-31,广西壮族自治区,6645,0.73%,1887,0.80%
2018-12-01|2018-12-31,陕西省,5807,0.64%,1685,0.71%
2018-12-01|2018-12-31,香港特别行政区,5228,0.57%,1956,0.83%
2018-12-01|2018-12-31,天津,4587,0.50%,1367,0.58%
2018-12-01|2018-12-31,重庆,4390,0.48%,1427,0.60%
2018-12-01|2018-12-31,云南省,4277,0.47%,1032,0.44%
2018-12-01|2018-12-31,贵州省,3961,0.43%,1011,0.43%
2018-12-01|2018-12-31,黑龙江省,3749,0.41%,993,0.42%
2018-12-01|2018-12-31,台湾,2812,0.31%,1115,0.47%
2018-12-01|2018-12-31,吉林省,2739,0.30%,739,0.31%
2018-12-01|2018-12-31,澳门特别行政区,2245,0.25%,866,0.37%
2018-12-01|2018-12-31,内蒙古自治区,1939,0.21%,472,0.20%
2018-12-01|2018-12-31,新疆维吾尔自治区,1777,0.19%,526,0.22%
2018-12-01|2018-12-31,甘肃省,1501,0.16%,324,0.14%
2018-12-01|2018-12-31,海南省,842,0.09%,220,0.09%
2018-12-01|2018-12-31,宁夏回族自治区,427,0.05%,97,0.04%
2018-12-01|2018-12-31,西藏自治区,304,0.03%,99,0.04%
2018-12-01|2018-12-31,青海省,259,0.03%,43,0.02%
