日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-10-01|2018-10-31,广东省,194116,22.27%,100329,40.89%
2018-10-01|2018-10-31,河南省,62326,7.15%,18873,7.69%
2018-10-01|2018-10-31,浙江省,59657,6.85%,23188,9.45%
2018-10-01|2018-10-31,江苏省,33774,3.88%,13072,5.33%
2018-10-01|2018-10-31,山东省,25169,2.89%,8963,3.65%
2018-10-01|2018-10-31,北京,25164,2.89%,9609,3.92%
2018-10-01|2018-10-31,河北省,25052,2.87%,9158,3.73%
2018-10-01|2018-10-31,上海,24974,2.87%,10276,4.19%
2018-10-01|2018-10-31,福建省,20237,2.32%,7647,3.12%
2018-10-01|2018-10-31,湖北省,14342,1.65%,5960,2.43%
2018-10-01|2018-10-31,山西省,12390,1.42%,3415,1.39%
2018-10-01|2018-10-31,湖南省,12123,1.39%,4201,1.71%
2018-10-01|2018-10-31,四川省,10914,1.25%,3974,1.62%
2018-10-01|2018-10-31,安徽省,10647,1.22%,4432,1.81%
2018-10-01|2018-10-31,江西省,9735,1.12%,3566,1.45%
2018-10-01|2018-10-31,辽宁省,7164,0.82%,2379,0.97%
2018-10-01|2018-10-31,广西壮族自治区,6510,0.75%,1969,0.80%
2018-10-01|2018-10-31,陕西省,5763,0.66%,1658,0.68%
2018-10-01|2018-10-31,香港特别行政区,4412,0.51%,1935,0.79%
2018-10-01|2018-10-31,重庆,4300,0.49%,1404,0.57%
2018-10-01|2018-10-31,天津,4271,0.49%,1380,0.56%
2018-10-01|2018-10-31,云南省,4213,0.48%,1008,0.41%
2018-10-01|2018-10-31,黑龙江省,3785,0.43%,957,0.39%
2018-10-01|2018-10-31,贵州省,3564,0.41%,940,0.38%
2018-10-01|2018-10-31,吉林省,2576,0.30%,732,0.30%
2018-10-01|2018-10-31,台湾,2455,0.28%,1082,0.44%
2018-10-01|2018-10-31,内蒙古自治区,1821,0.21%,473,0.19%
2018-10-01|2018-10-31,澳门特别行政区,1672,0.19%,682,0.28%
2018-10-01|2018-10-31,新疆维吾尔自治区,1515,0.17%,504,0.21%
2018-10-01|2018-10-31,甘肃省,1426,0.16%,328,0.13%
2018-10-01|2018-10-31,海南省,878,0.10%,252,0.10%
2018-10-01|2018-10-31,宁夏回族自治区,411,0.05%,95,0.04%
2018-10-01|2018-10-31,西藏自治区,314,0.04%,109,0.04%
2018-10-01|2018-10-31,青海省,222,0.03%,56,0.02%
