日期,省份,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2019-03-01|2019-03-31,广东省,188767,19.68%,96247,40.45%
2019-03-01|2019-03-31,河南省,68827,7.18%,17936,7.54%
2019-03-01|2019-03-31,浙江省,58488,6.10%,22151,9.31%
2019-03-01|2019-03-31,江苏省,32386,3.38%,12527,5.27%
2019-03-01|2019-03-31,山东省,27351,2.85%,9606,4.04%
2019-03-01|2019-03-31,北京,25595,2.67%,9318,3.92%
2019-03-01|2019-03-31,河北省,24002,2.50%,8360,3.51%
2019-03-01|2019-03-31,上海,23320,2.43%,9630,4.05%
2019-03-01|2019-03-31,福建省,21638,2.26%,8007,3.37%
2019-03-01|2019-03-31,湖北省,14139,1.47%,5663,2.38%
2019-03-01|2019-03-31,湖南省,11905,1.24%,3889,1.63%
2019-03-01|2019-03-31,山西省,11502,1.20%,3157,1.33%
2019-03-01|2019-03-31,四川省,10842,1.13%,3886,1.63%
2019-03-01|2019-03-31,江西省,10750,1.12%,3698,1.55%
2019-03-01|2019-03-31,安徽省,10511,1.10%,4246,1.78%
2019-03-01|2019-03-31,辽宁省,7119,0.74%,2296,0.97%
2019-03-01|2019-03-31,广西壮族自治区,6858,0.71%,1993,0.84%
2019-03-01|2019-03-31,陕西省,6819,0.71%,1690,0.71%
2019-03-01|2019-03-31,香港特别行政区,5926,0.62%,2338,0.98%
2019-03-01|2019-03-31,天津,4792,0.50%,1455,0.61%
2019-03-01|2019-03-31,重庆,4294,0.45%,1456,0.61%
2019-03-01|2019-03-31,云南省,4197,0.44%,1034,0.43%
2019-03-01|2019-03-31,贵州省,3990,0.42%,780,0.33%
2019-03-01|2019-03-31,黑龙江省,3891,0.41%,1017,0.43%
2019-03-01|2019-03-31,台湾,3306,0.34%,1300,0.55%
2019-03-01|2019-03-31,吉林省,2746,0.29%,706,0.30%
2019-03-01|2019-03-31,澳门特别行政区,2635,0.27%,1024,0.43%
2019-03-01|2019-03-31,内蒙古自治区,1972,0.21%,468,0.20%
2019-03-01|2019-03-31,新疆维吾尔自治区,1937,0.20%,609,0.26%
2019-03-01|2019-03-31,甘肃省,1520,0.16%,309,0.13%
2019-03-01|2019-03-31,海南省,857,0.09%,222,0.09%
2019-03-01|2019-03-31,宁夏回族自治区,406,0.04%,93,0.04%
2019-03-01|2019-03-31,西藏自治区,343,0.04%,114,0.05%
2019-03-01|2019-03-31,青海省,276,0.03%,56,0.02%
